account_id,cluster_id,cluster_size,confidence_tier,dominant_signal,linking_values
A002036,C00127,2,CERTAIN,email_alias,email_alias=kwhite@gmail.com
A013702,C00127,2,CERTAIN,email_alias,email_alias=kwhite@gmail.com
A002138,C00128,2,CERTAIN,email_alias,email_alias=jsmith@gmail.com
A003082,C00128,2,CERTAIN,email_alias,email_alias=jsmith@gmail.com
A002246,C00129,2,CERTAIN,email_alias,email_alias=jadams@gmail.com
A004000,C00129,2,CERTAIN,email_alias,email_alias=jadams@gmail.com
A002265,C00130,2,CERTAIN,email_alias,email_alias=spatterson@gmail.com
A004892,C00130,2,CERTAIN,email_alias,email_alias=spatterson@gmail.com
A002300,C00131,2,CERTAIN,email_alias,email_alias=jjohnson@gmail.com
A004906,C00131,2,CERTAIN,email_alias,email_alias=jjohnson@gmail.com
A002451,C00132,2,CERTAIN,email_alias,email_alias=sbaker@gmail.com
A012308,C00132,2,CERTAIN,email_alias,email_alias=sbaker@gmail.com
A002459,C00133,2,CERTAIN,email_alias,email_alias=jvasquez@gmail.com
A006652,C00133,2,CERTAIN,email_alias,email_alias=jvasquez@gmail.com
A002531,C00134,2,CERTAIN,email_alias,email_alias=aharris@gmail.com
A011885,C00134,2,CERTAIN,email_alias,email_alias=aharris@gmail.com
A002545,C00135,2,CERTAIN,email_alias,email_alias=jphillips@gmail.com
A007995,C00135,2,CERTAIN,email_alias,email_alias=jphillips@gmail.com
A002584,C00136,2,CERTAIN,email_alias,email_alias=mrogers@gmail.com
A012117,C00136,2,CERTAIN,email_alias,email_alias=mrogers@gmail.com
A002589,C00137,2,CERTAIN,email_alias,email_alias=jclark@gmail.com
A012267,C00137,2,CERTAIN,email_alias,email_alias=jclark@gmail.com
A002601,C00138,2,CERTAIN,email_alias,email_alias=msanchez@gmail.com
A014871,C00138,2,CERTAIN,email_alias,email_alias=msanchez@gmail.com
A002686,C00139,2,CERTAIN,email_alias,email_alias=jmoore@gmail.com
A014139,C00139,2,CERTAIN,email_alias,email_alias=jmoore@gmail.com
A003024,C00140,2,CERTAIN,email_alias,email_alias=bgonzales@gmail.com
A014011,C00140,2,CERTAIN,email_alias,email_alias=bgonzales@gmail.com
A003032,C00141,2,CERTAIN,email_alias,email_alias=mwright@gmail.com
A010717,C00141,2,CERTAIN,email_alias,email_alias=mwright@gmail.com
A003101,C00142,2,CERTAIN,email_alias,email_alias=aramirez@gmail.com
A006902,C00142,2,CERTAIN,email_alias,email_alias=aramirez@gmail.com
A003313,C00143,2,CERTAIN,email_alias,email_alias=lflores@gmail.com
A011252,C00143,2,CERTAIN,email_alias,email_alias=lflores@gmail.com
A003404,C00144,2,CERTAIN,email_alias,email_alias=jcoleman@gmail.com
A009232,C00144,2,CERTAIN,email_alias,email_alias=jcoleman@gmail.com
A003468,C00145,2,CERTAIN,email_alias,email_alias=hbutler@gmail.com
A007729,C00145,2,CERTAIN,email_alias,email_alias=hbutler@gmail.com
A003494,C00146,2,CERTAIN,email_alias,email_alias=esmith@gmail.com
A006633,C00146,2,CERTAIN,email_alias,email_alias=esmith@gmail.com
A003680,C00147,2,CERTAIN,email_alias,email_alias=slambert@gmail.com
A004554,C00147,2,CERTAIN,email_alias,email_alias=slambert@gmail.com
A003718,C00148,2,CERTAIN,email_alias,email_alias=sgonzalez@gmail.com
A010726,C00148,2,CERTAIN,email_alias,email_alias=sgonzalez@gmail.com
A003842,C00149,2,CERTAIN,email_alias,email_alias=cmartin@gmail.com
A009717,C00149,2,CERTAIN,email_alias,email_alias=cmartin@gmail.com
A003961,C00150,2,CERTAIN,email_alias,email_alias=rjackson@gmail.com
A011133,C00150,2,CERTAIN,email_alias,email_alias=rjackson@gmail.com
A004046,C00151,2,CERTAIN,email_alias,email_alias=cjones@gmail.com
A004395,C00151,2,CERTAIN,email_alias,email_alias=cjones@gmail.com
A004148,C00152,2,CERTAIN,email_alias,email_alias=clewis@gmail.com
A009436,C00152,2,CERTAIN,email_alias,email_alias=clewis@gmail.com
A004320,C00153,2,CERTAIN,email_alias,email_alias=sbrown@gmail.com
A005453,C00153,2,CERTAIN,email_alias,email_alias=sbrown@gmail.com
A004392,C00154,2,CERTAIN,email_alias,email_alias=bprice@gmail.com
A014126,C00154,2,CERTAIN,email_alias,email_alias=bprice@gmail.com
A004515,C00155,2,CERTAIN,email_alias,email_alias=rhale@gmail.com
A013384,C00155,2,CERTAIN,email_alias,email_alias=rhale@gmail.com
A004619,C00156,2,CERTAIN,email_alias,email_alias=sharris@gmail.com
A012622,C00156,2,CERTAIN,email_alias,email_alias=sharris@gmail.com
A004721,C00157,2,CERTAIN,email_alias,email_alias=mdiaz@gmail.com
A011595,C00157,2,CERTAIN,email_alias,email_alias=mdiaz@gmail.com
A004773,C00158,2,CERTAIN,email_alias,email_alias=bcarter@gmail.com
A011206,C00158,2,CERTAIN,email_alias,email_alias=bcarter@gmail.com
A004926,C00159,2,CERTAIN,email_alias,email_alias=mmurphy@gmail.com
A009349,C00159,2,CERTAIN,email_alias,email_alias=mmurphy@gmail.com
A004974,C00160,2,CERTAIN,email_alias,email_alias=jrogers@gmail.com
A005815,C00160,2,CERTAIN,email_alias,email_alias=jrogers@gmail.com
A004983,C00161,2,CERTAIN,email_alias,email_alias=ltaylor@gmail.com
A011016,C00161,2,CERTAIN,email_alias,email_alias=ltaylor@gmail.com
A005157,C00162,2,CERTAIN,email_alias,email_alias=bhernandez@gmail.com
A012454,C00162,2,CERTAIN,email_alias,email_alias=bhernandez@gmail.com
A005192,C00163,2,CERTAIN,email_alias,email_alias=jgarcia@gmail.com
A012810,C00163,2,CERTAIN,email_alias,email_alias=jgarcia@gmail.com
A005198,C00164,2,CERTAIN,email_alias,email_alias=jdvm@gmail.com
A014761,C00164,2,CERTAIN,email_alias,email_alias=jdvm@gmail.com
A005473,C00165,2,CERTAIN,email_alias,email_alias=mmiller@gmail.com
A008368,C00165,2,CERTAIN,email_alias,email_alias=mmiller@gmail.com
A005519,C00166,2,CERTAIN,email_alias,email_alias=jparker@gmail.com
A008264,C00166,2,CERTAIN,email_alias,email_alias=jparker@gmail.com
A005551,C00167,2,CERTAIN,email_alias,email_alias=cdavis@gmail.com
A008492,C00167,2,CERTAIN,email_alias,email_alias=cdavis@gmail.com
A005787,C00168,2,CERTAIN,email_alias,email_alias=arichardson@gmail.com
A014397,C00168,2,CERTAIN,email_alias,email_alias=arichardson@gmail.com
A005795,C00169,2,CERTAIN,email_alias,email_alias=jdiaz@gmail.com
A005943,C00169,2,CERTAIN,email_alias,email_alias=jdiaz@gmail.com
A005971,C00170,2,CERTAIN,email_alias,email_alias=djones@gmail.com
A008497,C00170,2,CERTAIN,email_alias,email_alias=djones@gmail.com
A006027,C00171,2,CERTAIN,email_alias,email_alias=sfreeman@gmail.com
A014797,C00171,2,CERTAIN,email_alias,email_alias=sfreeman@gmail.com
A006048,C00172,2,CERTAIN,email_alias,email_alias=jlopez@gmail.com
A009564,C00172,2,CERTAIN,email_alias,email_alias=jlopez@gmail.com
A006358,C00173,2,CERTAIN,email_alias,email_alias=sdaugherty@gmail.com
A010464,C00173,2,CERTAIN,email_alias,email_alias=sdaugherty@gmail.com
A006785,C00174,2,CERTAIN,email_alias,email_alias=mfrancis@gmail.com
A013806,C00174,2,CERTAIN,email_alias,email_alias=mfrancis@gmail.com
A006923,C00175,2,CERTAIN,email_alias,email_alias=dmitchell@gmail.com
A013426,C00175,2,CERTAIN,email_alias,email_alias=dmitchell@gmail.com
A007217,C00176,2,CERTAIN,email_alias,email_alias=mtaylor@gmail.com
A008215,C00176,2,CERTAIN,email_alias,email_alias=mtaylor@gmail.com
A007275,C00177,2,CERTAIN,email_alias,email_alias=cwood@gmail.com
A014245,C00177,2,CERTAIN,email_alias,email_alias=cwood@gmail.com
A007490,C00178,2,CERTAIN,email_alias,email_alias=rbarr@gmail.com
A010499,C00178,2,CERTAIN,email_alias,email_alias=rbarr@gmail.com
A007593,C00179,2,CERTAIN,email_alias,email_alias=mlawrence@gmail.com
A008689,C00179,2,CERTAIN,email_alias,email_alias=mlawrence@gmail.com
A007657,C00180,2,CERTAIN,email_alias,email_alias=aparker@gmail.com
A008480,C00180,2,CERTAIN,email_alias,email_alias=aparker@gmail.com
A007678,C00181,2,CERTAIN,email_alias,email_alias=tjones@gmail.com
A009201,C00181,2,CERTAIN,email_alias,email_alias=tjones@gmail.com
A007707,C00182,2,CERTAIN,email_alias,email_alias=sjackson@gmail.com
A010665,C00182,2,CERTAIN,email_alias,email_alias=sjackson@gmail.com
A007863,C00183,2,CERTAIN,email_alias,email_alias=scoleman@gmail.com
A013787,C00183,2,CERTAIN,email_alias,email_alias=scoleman@gmail.com
A008209,C00184,2,CERTAIN,email_alias,email_alias=dwilliams@gmail.com
A009144,C00184,2,CERTAIN,email_alias,email_alias=dwilliams@gmail.com
A008446,C00185,2,CERTAIN,email_alias,email_alias=marnold@gmail.com
A014324,C00185,2,CERTAIN,email_alias,email_alias=marnold@gmail.com
A008591,C00186,2,CERTAIN,email_alias,email_alias=tcooper@gmail.com
A012618,C00186,2,CERTAIN,email_alias,email_alias=tcooper@gmail.com
A009101,C00187,2,CERTAIN,email_alias,email_alias=dbrown@gmail.com
A010968,C00187,2,CERTAIN,email_alias,email_alias=dbrown@gmail.com
A009297,C00188,2,CERTAIN,email_alias,email_alias=mrsdvm@gmail.com
A009298,C00188,2,CERTAIN,email_alias,email_alias=mrsdvm@gmail.com
A009365,C00189,2,CERTAIN,email_alias,email_alias=lreynolds@gmail.com
A014416,C00189,2,CERTAIN,email_alias,email_alias=lreynolds@gmail.com
A009542,C00190,2,CERTAIN,email_alias,email_alias=slittle@gmail.com
A010180,C00190,2,CERTAIN,email_alias,email_alias=slittle@gmail.com
A009825,C00191,2,CERTAIN,email_alias,email_alias=mwhite@gmail.com
A013339,C00191,2,CERTAIN,email_alias,email_alias=mwhite@gmail.com
A009845,C00192,2,CERTAIN,email_alias,email_alias=dmartinez@gmail.com
A011204,C00192,2,CERTAIN,email_alias,email_alias=dmartinez@gmail.com
A009996,C00193,2,CERTAIN,email_alias,email_alias=eprice@gmail.com
A012781,C00193,2,CERTAIN,email_alias,email_alias=eprice@gmail.com
A010426,C00194,2,CERTAIN,email_alias,email_alias=dlee@gmail.com
A012174,C00194,2,CERTAIN,email_alias,email_alias=dlee@gmail.com
A010427,C00195,2,CERTAIN,email_alias,email_alias=aturner@gmail.com
A012628,C00195,2,CERTAIN,email_alias,email_alias=aturner@gmail.com
A010703,C00196,2,CERTAIN,email_alias,email_alias=ssingh@gmail.com
A013757,C00196,2,CERTAIN,email_alias,email_alias=ssingh@gmail.com
A011322,C00197,2,CERTAIN,email_alias,email_alias=jmorgan@gmail.com
A014131,C00197,2,CERTAIN,email_alias,email_alias=jmorgan@gmail.com
A011417,C00198,2,CERTAIN,email_alias,email_alias=tdavis@gmail.com
A013703,C00198,2,CERTAIN,email_alias,email_alias=tdavis@gmail.com
A011534,C00199,2,CERTAIN,email_alias,email_alias=jnguyen@gmail.com
A012917,C00199,2,CERTAIN,email_alias,email_alias=jnguyen@gmail.com
A011930,C00200,2,CERTAIN,email_alias,email_alias=amorris@gmail.com
A013000,C00200,2,CERTAIN,email_alias,email_alias=amorris@gmail.com
A012009,C00201,2,CERTAIN,email_alias,email_alias=mrsmd@gmail.com
A013560,C00201,2,CERTAIN,email_alias,email_alias=mrsmd@gmail.com
A012664,C00202,2,CERTAIN,email_alias,email_alias=rjones@gmail.com
A013905,C00202,2,CERTAIN,email_alias,email_alias=rjones@gmail.com
A012875,C00203,2,CERTAIN,email_alias,email_alias=bhill@gmail.com
A014491,C00203,2,CERTAIN,email_alias,email_alias=bhill@gmail.com
A014939,C00204,2,CERTAIN,email_alias,email_alias=mward@gmail.com
A014970,C00204,2,CERTAIN,email_alias,email_alias=mward@gmail.com
A000047,C00205,3,HIGH,device,addr=803 ANDERSON DR||15627; device=d_9cfdc4a98f2cae
A004729,C00205,3,HIGH,device,addr=803 ANDERSON DR||15627; device=d_9cfdc4a98f2cae
A006216,C00205,3,HIGH,device,addr=803 ANDERSON DR||15627; device=d_9cfdc4a98f2cae
A000375,C00206,3,HIGH,device,addr=2958 RAMIREZ ST||87336; device=d_f5ae914169cb89
A005508,C00206,3,HIGH,device,addr=2958 RAMIREZ ST||87336; device=d_f5ae914169cb89
A012590,C00206,3,HIGH,device,addr=2958 RAMIREZ ST||87336; device=d_f5ae914169cb89
A000418,C00207,3,HIGH,device,addr=8553 GALLEGOS PL|APT 6F|94849; device=d_d7f828d713e4bb
A007288,C00207,3,HIGH,device,addr=8553 GALLEGOS PL|APT 6F|94849; device=d_d7f828d713e4bb
A014988,C00207,3,HIGH,device,addr=8553 GALLEGOS PL|APT 6F|94849; device=d_d7f828d713e4bb
A001339,C00208,3,HIGH,device,addr=3086 W RIHARDS LN||56323; device=d_6ff63ea18f216b
A001621,C00208,3,HIGH,device,addr=3086 W RIHARDS LN||56323; device=d_6ff63ea18f216b
A005644,C00208,3,HIGH,device,addr=3086 W RIHARDS LN||56323; device=d_6ff63ea18f216b
A004905,C00209,3,HIGH,device,addr=7593 THOMAS ST||59648; device=d_ca34d0cb68c8f9
A007068,C00209,3,HIGH,device,addr=7593 THOMAS ST||59648; device=d_ca34d0cb68c8f9
A012301,C00209,3,HIGH,device,addr=7593 THOMAS ST||59648; device=d_ca34d0cb68c8f9
A005050,C00210,3,HIGH,device,addr=4171 SW ANDERSON BLVD|APT 9B|70519; device=d_02224ee7aa0d15
A013494,C00210,3,HIGH,device,addr=4171 SW ANDERSON BLVD|APT 9B|70519; device=d_02224ee7aa0d15
A014592,C00210,3,HIGH,device,addr=4171 SW ANDERSON BLVD|APT 9B|70519; device=d_02224ee7aa0d15
A006057,C00211,3,HIGH,device,addr=8744 HALE DR||35786; device=d_598d9ced970c04
A012471,C00211,3,HIGH,device,addr=8744 HALE DR||35786; device=d_598d9ced970c04
A012886,C00211,3,HIGH,device,addr=8744 HALE DR||35786; device=d_598d9ced970c04
A006457,C00212,3,HIGH,device,addr=4707 W RD||82049; device=d_d906eb1b3da6d4
A012063,C00212,3,HIGH,device,addr=4707 W RD||82049; device=d_d906eb1b3da6d4
A012485,C00212,3,HIGH,device,addr=4707 W RD||82049; device=d_d906eb1b3da6d4
A008246,C00213,3,HIGH,device,addr=5417 WALLACE DR||59377; device=d_8f958be7874bf2
A012665,C00213,3,HIGH,device,addr=5417 WALLACE DR||59377; device=d_8f958be7874bf2
A014609,C00213,3,HIGH,device,addr=5417 WALLACE DR||59377; device=d_8f958be7874bf2
A009523,C00214,3,HIGH,device,addr=4106 HURST CT||27037; device=d_5c3880022fc8bf
A010923,C00214,3,HIGH,device,addr=4106 HURST CT||27037; device=d_5c3880022fc8bf
A011652,C00214,3,HIGH,device,addr=4106 HURST CT||27037; device=d_5c3880022fc8bf
A000183,C00215,2,HIGH,device,addr=3126 JAMES BLVD||24317; device=d_c22116e19d40c8
A010695,C00215,2,HIGH,device,addr=3126 JAMES BLVD||24317; device=d_c22116e19d40c8
A000228,C00216,2,HIGH,device,addr=307 SW REYNLDS RD||25423; device=d_095da6e1ae2c55
A008477,C00216,2,HIGH,device,addr=307 SW REYNLDS RD||25423; device=d_095da6e1ae2c55
A000797,C00217,2,HIGH,device,addr=3419 LN PL||85159; device=d_2bd385ed61f4ab
A014851,C00217,2,HIGH,device,addr=3419 LN PL||85159; device=d_2bd385ed61f4ab
A000973,C00218,2,HIGH,device,addr=1067 WANG ST||51595; device=d_65ce2e7f67716e
A006366,C00218,2,HIGH,device,addr=1067 WANG ST||51595; device=d_65ce2e7f67716e
A001748,C00219,2,HIGH,device,addr=47 SW MCCORMICK BLVD|APT 31|16712; device=d_18611e2e70c047
A009776,C00219,2,HIGH,device,addr=47 SW MCCORMICK BLVD|APT 31|16712; device=d_18611e2e70c047
A002566,C00220,2,HIGH,device,addr=6574 EDWARDS LN||31464; device=d_700cff5d342746
A013032,C00220,2,HIGH,device,addr=6574 EDWARDS LN||31464; device=d_700cff5d342746
A002645,C00221,2,HIGH,device,addr=9322 JOHNSSON AVE|APT 8F|39249; device=d_af552e96a1a9c8
A014086,C00221,2,HIGH,device,addr=9322 JOHNSSON AVE|APT 8F|39249; device=d_af552e96a1a9c8
A002926,C00222,2,HIGH,device,addr=4507 LEE DR||23348; device=d_dda203e70d3ca9
A013996,C00222,2,HIGH,device,addr=4507 LEE DR||23348; device=d_dda203e70d3ca9
A003081,C00223,2,HIGH,device,addr=3147 JOMES BLVD||13387; device=d_47f513a5b96eb6
A010394,C00223,2,HIGH,device,addr=3147 JOMES BLVD||13387; device=d_47f513a5b96eb6
A003111,C00224,2,HIGH,device,addr=7422 GARCIA RD||75412; device=d_8a4254ae67746b
A014748,C00224,2,HIGH,device,addr=7422 GARCIA RD||75412; device=d_8a4254ae67746b
A003863,C00225,2,HIGH,device,addr=2495 BARNES ST||76549; device=d_a1a978a1e54662
A013750,C00225,2,HIGH,device,addr=2495 BARNES ST||76549; device=d_a1a978a1e54662
A004296,C00226,2,HIGH,device,addr=329 NW BLAIR CT||80695; device=d_1fc39f35d9337f
A014276,C00226,2,HIGH,device,addr=329 NW BLAIR CT||80695; device=d_1fc39f35d9337f
A004434,C00227,2,HIGH,device,addr=4758 HARVE Y LN||51953; device=d_9272c4ac67a61e
A004662,C00227,2,HIGH,device,addr=4758 HARVE Y LN||51953; device=d_9272c4ac67a61e
A004463,C00228,2,HIGH,device,addr=3220 JINES CT||30005; device=d_dc02b1c414884f
A010817,C00228,2,HIGH,device,addr=3220 JINES CT||30005; device=d_dc02b1c414884f
A005309,C00229,2,HIGH,device,addr=3733 BRYANT BLVD||19149; device=d_3e3b0790c3822a
A014335,C00229,2,HIGH,device,addr=3733 BRYANT BLVD||19149; device=d_3e3b0790c3822a
A006212,C00230,2,HIGH,device,addr=8792 BRYANT RD||14246; device=d_d472dc0c892f00
A006757,C00230,2,HIGH,device,addr=8792 BRYANT RD||14246; device=d_d472dc0c892f00
A007559,C00231,2,HIGH,device,addr=7194 S PARKS RD||35768; device=d_e324262a2592f5
A012836,C00231,2,HIGH,device,addr=7194 S PARKS RD||35768; device=d_e324262a2592f5
A008045,C00232,2,HIGH,device,addr=1966 SANDOVAL ST|APT 7A|67626; device=d_233cdf96e3273a
A014581,C00232,2,HIGH,device,addr=1966 SANDOVAL ST|APT 7A|67626; device=d_233cdf96e3273a
A009225,C00233,2,HIGH,device,addr=7339 HAMMOND DR||36684; device=d_bbd691d8853741
A013163,C00233,2,HIGH,device,addr=7339 HAMMOND DR||36684; device=d_bbd691d8853741
A002473,C00234,2,HIGH,name,device=d_fb890fa00456a2; name=m webb
A003772,C00234,2,HIGH,name,device=d_fb890fa00456a2; name=m webb
A000400,C00235,4,HIGH,card,addr=8089 GONZALEZ AVE STE 25||48473; card=453245|5529; device=d_295ba54d9fd88e
A006697,C00235,4,HIGH,card,addr=8089 GONZALEZ AVE STE 25||48473; card=453245|5529; device=d_295ba54d9fd88e
A012677,C00235,4,HIGH,card,addr=8089 GONZALEZ AVE STE 25||48473; card=453245|5529; device=d_295ba54d9fd88e
A013373,C00235,4,HIGH,card,addr=8089 GONZALEZ AVE STE 25||48473; card=453245|5529; device=d_295ba54d9fd88e
A004336,C00236,3,HIGH,card,addr=8089 GONZALEZ AVE SUITE 25||48473; card=453245|5529; device=d_e5dd6f0569994e
A009781,C00236,3,HIGH,card,addr=8089 GONZALEZ AVE SUITE 25||48473; card=453245|5529; device=d_e5dd6f0569994e
A014465,C00236,3,HIGH,card,addr=8089 GONZALEZ AVE SUITE 25||48473; card=453245|5529; device=d_e5dd6f0569994e
A002999,C00237,3,HIGH,device,addr=6471 NW CAARTER PL|APT 7B|41072; device=d_213fe787145a14
A003298,C00237,3,HIGH,device,addr=6471 NW CAARTER PL|APT 7B|41072; device=d_213fe787145a14
A011255,C00237,3,HIGH,device,addr=6471 NW CAARTER PL|APT 7B|41072; device=d_213fe787145a14
A007238,C00238,3,HIGH,device,addr=6471 NW CARTER PL|UNIT 7B|41072; device=d_1471121f2b5312
A014282,C00238,3,HIGH,device,addr=6471 NW CARTER PL|UNIT 7B|41072; device=d_1471121f2b5312
A014616,C00238,3,HIGH,device,addr=6471 NW CARTER PL|UNIT 7B|41072; device=d_1471121f2b5312
A001007,C00239,3,HIGH,device,device=d_a228f85c4b9b04
A003660,C00239,3,HIGH,device,device=d_a228f85c4b9b04
A006405,C00239,3,HIGH,device,device=d_a228f85c4b9b04
A002788,C00240,3,HIGH,device,device=d_2aebdd3105fc88
A009795,C00240,3,HIGH,device,device=d_2aebdd3105fc88
A014589,C00240,3,HIGH,device,device=d_2aebdd3105fc88
A000011,C00241,2,HIGH,device,device=d_5938e6d453d742
A002274,C00241,2,HIGH,device,device=d_5938e6d453d742
A000421,C00242,2,HIGH,device,device=d_aa7c69f3f56887
A005745,C00242,2,HIGH,device,device=d_aa7c69f3f56887
A000424,C00243,2,HIGH,device,device=d_4cd54f881d57d5
A013570,C00243,2,HIGH,device,device=d_4cd54f881d57d5
A001206,C00244,2,HIGH,device,device=d_2812286034ec54
A014959,C00244,2,HIGH,device,device=d_2812286034ec54
A001484,C00245,2,HIGH,device,device=d_c52d7b5e40997a
A014624,C00245,2,HIGH,device,device=d_c52d7b5e40997a
A004594,C00246,2,HIGH,device,device=d_b574568365d771
A006431,C00246,2,HIGH,device,device=d_b574568365d771
A006696,C00247,2,HIGH,device,device=d_23d00302f827b1
A009222,C00247,2,HIGH,device,device=d_23d00302f827b1
A012514,C00248,2,HIGH,device,device=d_fa3cfce6f50d8c
A012663,C00248,2,HIGH,device,device=d_fa3cfce6f50d8c
A000649,C00249,2,MEDIUM,name,addr=2119 SPENCER DR|SUITE 3|74606; name=m willis
A003094,C00249,2,MEDIUM,name,addr=2119 SPENCER DR|SUITE 3|74606; name=m willis
A001889,C00250,2,MEDIUM,name,addr=2119 SPENCER DR APT 3||74606; name=mark willis
A002114,C00250,2,MEDIUM,name,addr=2119 SPENCER DR APT 3||74606; name=mark willis
A007066,C00251,2,MEDIUM,name,addr=2119 SPENCER DR STE 3||74606; name=mark willis
A014247,C00251,2,MEDIUM,name,addr=2119 SPENCER DR STE 3||74606; name=mark willis
